location_name,state,latitude,longitude,metric,target_year,baseline_start_year,baseline_end_year,target_value,baseline_avg_value,delta_value,status
Fort Worth,Texas,32.72541,-97.32085,days_below_32f,2024,2011,2020,11,20.7,-9.7,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2015,2011,2020,0,7.0,-7.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2015,2011,2020,90,103.8,-13.799999999999997,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2016,2011,2020,5,7.0,-2.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2016,2011,2020,103,103.8,-0.7999999999999972,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2017,2011,2020,1,7.0,-6.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2017,2011,2020,93,103.8,-10.799999999999997,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2018,2011,2020,0,7.0,-7.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2018,2011,2020,115,103.8,11.200000000000003,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2019,2011,2020,11,7.0,4.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2019,2011,2020,112,103.8,8.200000000000003,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2020,2011,2020,9,7.0,2.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2020,2011,2020,95,103.8,-8.799999999999997,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2021,2011,2020,7,7.0,0.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2021,2011,2020,103,103.8,-0.7999999999999972,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2022,2011,2020,9,7.0,2.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2022,2011,2020,107,103.8,3.200000000000003,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2023,2011,2020,7,7.0,0.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2023,2011,2020,81,103.8,-22.799999999999997,completed
Columbus,Ohio,39.96118,-82.99879,days_above_90f,2024,2011,2020,14,7.0,7.0,completed
Columbus,Ohio,39.96118,-82.99879,days_below_32f,2024,2011,2020,78,103.8,-25.799999999999997,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2015,2011,2020,1,11.2,-10.2,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2015,2011,2020,89,98.1,-9.099999999999994,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2016,2011,2020,5,11.2,-6.199999999999999,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2016,2011,2020,82,98.1,-16.099999999999994,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2017,2011,2020,5,11.2,-6.199999999999999,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2017,2011,2020,86,98.1,-12.099999999999994,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2018,2011,2020,13,11.2,1.8000000000000007,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2018,2011,2020,118,98.1,19.900000000000006,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2019,2011,2020,6,11.2,-5.199999999999999,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2019,2011,2020,115,98.1,16.900000000000006,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2020,2011,2020,11,11.2,-0.1999999999999993,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2020,2011,2020,89,98.1,-9.099999999999994,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2021,2011,2020,12,11.2,0.8000000000000007,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2021,2011,2020,96,98.1,-2.0999999999999943,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2022,2011,2020,16,11.2,4.800000000000001,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2022,2011,2020,103,98.1,4.900000000000006,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2023,2011,2020,12,11.2,0.8000000000000007,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2023,2011,2020,80,98.1,-18.099999999999994,completed
Indianapolis,Indiana,39.76838,-86.15804,days_above_90f,2024,2011,2020,13,11.2,1.8000000000000007,completed
Indianapolis,Indiana,39.76838,-86.15804,days_below_32f,2024,2011,2020,80,98.1,-18.099999999999994,completed
